Date,Recip_County,Recip_State,Administered_Dose1_Pop_Pct,Series_Complete_Pop_Pct,Metro_status
2022-03-06,Holt County,NE,0,42.3,Non-metro
2022-03-06,Edwards County,KS,52.1,48.1,Non-metro
2022-03-06,Bon Homme County,SD,66.3,57.1,Non-metro
2022-03-06,Bottineau County,ND,57.6,49.8,Non-metro
2022-03-06,Phelps County,NE,0,39.4,Non-metro
2022-03-06,White County,IN,59.2,54,Non-metro
2022-03-06,Douglas County,NE,71.4,65.5,Metro
2022-03-06,Douglas County,IL,52.9,48.4,Non-metro
2022-03-06,Morgan County,IN,59,53.4,Metro
2022-03-06,Saunders County,NE,53.2,51.9,Metro
2022-03-06,Clinton County,IL,65.4,59.1,Metro
2022-03-06,Jefferson County,IA,52.3,47.7,Non-metro
2022-03-06,Morton County,KS,47.3,41.5,Non-metro
2022-03-06,Ripley County,MO,34.6,29,Non-metro
2022-03-06,Clay County,NE,0,41.1,Non-metro
2022-03-06,Douglas County,WI,56,43.5,Metro
2022-03-06,Tazewell County,IL,62.8,58.8,Metro
2022-03-06,Monroe County,MO,50.8,43.9,Non-metro
2022-03-06,Jay County,IN,42.5,38.3,Non-metro
2022-03-06,Delaware County,IA,57.2,54.1,Non-metro
2022-03-06,Washington County,IA,61,56.2,Metro
2022-03-06,Alexander County,IL,39.6,32.7,Metro
2022-03-06,Allegan County,MI,52.6,51.8,Non-metro
2022-03-06,Jackson County,IN,58.5,52.6,Non-metro
2022-03-06,Kittson County,MN,65.8,58.9,Non-metro
2022-03-06,Day County,SD,76.8,64.4,Non-metro
2022-03-06,Nuckolls County,NE,49.7,49.5,Non-metro
2022-03-06,Miami County,OH,50.2,47.3,Metro
2022-03-06,Holt County,MO,47.6,41.4,Non-metro
2022-03-06,Roberts County,SD,87.9,72.6,Non-metro
2022-03-06,Unknown County,OH,0,0,NA
2022-03-06,Pocahontas County,IA,55.7,51.7,Non-metro
2022-03-06,Gosper County,NE,0,39.5,Non-metro
2022-03-06,Cedar County,IA,63.7,59.6,Non-metro
2022-03-06,Cowley County,KS,55,47.7,Non-metro
2022-03-06,Wadena County,MN,53,49.5,Non-metro
2022-03-06,Florence County,WI,58.4,54.3,Non-metro
2022-03-06,Columbia County,WI,70.9,66.7,Metro
2022-03-06,St. Francois County,MO,49.2,43.1,Non-metro
2022-03-06,Union County,OH,64.5,61.9,Metro
2022-03-06,Phelps County,MO,50,43.2,Non-metro
2022-03-06,Washington County,KS,58.3,53.6,Non-metro
2022-03-06,Madison County,IL,68.9,61.5,Metro
2022-03-06,Hubbard County,MN,50.9,47,Non-metro
2022-03-06,Lapeer County,MI,49.1,47.2,Metro
2022-03-06,Peoria County,IL,66.4,60.9,Metro
2022-03-06,Allen County,KS,51.9,45.8,Non-metro
2022-03-06,Ellsworth County,KS,59.3,56,Non-metro
2022-03-06,Portage County,WI,68.4,61.8,Non-metro
2022-03-06,Osage County,MO,43.6,39.4,Metro
2022-03-06,Palo Alto County,IA,54,50.5,Non-metro
2022-03-06,Winona County,MN,70.5,64.4,Non-metro
2022-03-06,Cottonwood County,MN,58.9,55.6,Non-metro
2022-03-06,Wright County,MN,57.4,54.5,Metro
2022-03-06,Garfield County,NE,0,29.9,Non-metro
2022-03-06,Grundy County,IA,65.3,61.7,Metro
2022-03-06,Marshall County,KS,69.7,63.9,Non-metro
2022-03-06,Scott County,IL,44.6,42.1,Non-metro
2022-03-06,Smith County,KS,48,44.5,Non-metro
2022-03-06,Steele County,ND,54.2,46.3,Non-metro
2022-03-06,St. Louis County,MN,72,66.1,Metro
2022-03-06,Otsego County,MI,57.3,55.2,Non-metro
2022-03-06,Tuscarawas County,OH,46.6,44,Non-metro
2022-03-06,Morrow County,OH,43.1,41.3,Metro
2022-03-06,Dodge County,MN,62.6,60.1,Metro
2022-03-06,Kalkaska County,MI,48.3,46.5,Non-metro
2022-03-06,Clinton County,IN,53.1,47.8,Non-metro
2022-03-06,Vigo County,IN,54.5,49.2,Metro
2022-03-06,Harrison County,IA,58.5,51.6,Metro
2022-03-06,Logan County,IL,57.8,53.8,Non-metro
2022-03-06,Sheridan County,KS,39.1,35.2,Non-metro
2022-03-06,Pembina County,ND,64.3,55.3,Non-metro
2022-03-06,McHenry County,IL,73.1,66.5,Metro
2022-03-06,Ashtabula County,OH,56,52.1,Non-metro
2022-03-06,Brown County,IL,59.1,52.2,Non-metro
2022-03-06,Butler County,NE,51.4,50.9,Non-metro
2022-03-06,Cloud County,KS,53.5,47.4,Non-metro
2022-03-06,Jefferson County,IN,61,55.4,Non-metro
2022-03-06,Dallas County,IA,71.9,66.3,Metro
2022-03-06,Ashland County,OH,45.8,42.9,Non-metro
2022-03-06,Marshall County,IA,71.1,65.2,Non-metro
2022-03-06,Hardin County,IL,45.1,41.4,Non-metro
2022-03-06,Mills County,IA,63.3,54.9,Metro
2022-03-06,Polk County,NE,0,41.2,Non-metro
2022-03-06,Clark County,MO,36.8,30.7,Non-metro
2022-03-06,Adams County,WI,60.9,56.3,Non-metro
2022-03-06,Brown County,OH,43.7,40.6,Metro
2022-03-06,Sawyer County,WI,69.4,59.5,Non-metro
2022-03-06,Chisago County,MN,61.4,57,Metro
2022-03-06,Muskegon County,MI,54.6,54.5,Metro
2022-03-06,Scott County,MN,73.7,69,Metro
2022-03-06,Steuben County,IN,51.7,47,Non-metro
2022-03-06,Spink County,SD,57.8,51.7,Non-metro
2022-03-06,Todd County,MN,45,42.6,Non-metro
2022-03-06,Huron County,MI,55.2,53.8,Non-metro
2022-03-06,Moultrie County,IL,47,43.8,Non-metro
2022-03-06,Polk County,MO,44.3,38.6,Metro
2022-03-06,Adams County,IL,56.6,51.9,Non-metro
2022-03-06,Winnebago County,WI,65.7,60.7,Metro
2022-03-06,Chickasaw County,IA,58,54.4,Non-metro
2022-03-06,Winneshiek County,IA,66.7,61.9,Non-metro
2022-03-06,Benson County,ND,57.3,51.6,Non-metro
2022-03-06,Juneau County,WI,57.6,53.1,Non-metro
2022-03-06,Williamson County,IL,60.5,54.9,Metro
2022-03-06,Buffalo County,NE,0,41.4,Non-metro
2022-03-06,Wright County,MO,41.3,35.4,Non-metro
2022-03-06,Stoddard County,MO,45.1,39.3,Non-metro
2022-03-06,Jefferson County,MO,51.2,44.3,Metro
2022-03-06,Wayne County,IA,44.8,41.7,Non-metro
2022-03-06,Carroll County,IL,72.6,64.3,Non-metro
2022-03-06,Fulton County,IN,43.9,39.6,Non-metro
2022-03-06,Hocking County,OH,50.1,47.7,Metro
2022-03-06,Clark County,IN,68.8,59.7,Metro
2022-03-06,Wyandotte County,KS,69,56.6,Metro
2022-03-06,Mercer County,OH,40.2,38,Non-metro
2022-03-06,Lincoln County,SD,75,58,Metro
2022-03-06,Caldwell County,MO,44.3,38.9,Metro
2022-03-06,Jerauld County,SD,59.3,51.3,Non-metro
2022-03-06,Hanson County,SD,55,42.5,Non-metro
2022-03-06,Washington County,IN,44.3,39.7,Metro
2022-03-06,Branch County,MI,47.3,44.8,Non-metro
2022-03-06,Cass County,MI,49.1,43,Metro
2022-03-06,La Crosse County,WI,73.4,68.4,Metro
2022-03-06,Luce County,MI,47.2,44.3,Non-metro
2022-03-06,Atchison County,KS,53.4,46,Non-metro
2022-03-06,Republic County,KS,54.3,50.5,Non-metro
2022-03-06,Rock Island County,IL,70.4,57.4,Metro
2022-03-06,Chase County,KS,50.7,45.8,Non-metro
2022-03-06,Geary County,KS,95,88.5,Non-metro
2022-03-06,Loup County,NE,29.8,29.5,Non-metro
2022-03-06,Brown County,NE,39.1,36.6,Non-metro
2022-03-06,Milwaukee County,WI,71,63.5,Metro
2022-03-06,Edwards County,IL,43.2,40,Non-metro
2022-03-06,Deuel County,SD,52.6,46,Non-metro
2022-03-06,Genesee County,MI,52.4,50.2,Metro
2022-03-06,Pulaski County,IL,49.1,41.9,Non-metro
2022-03-06,Clark County,KS,50.5,46,Non-metro
2022-03-06,Beltrami County,MN,74.2,66.5,Non-metro
2022-03-06,Ward County,ND,57.4,48.6,Non-metro
2022-03-06,Linn County,IA,71.7,66.1,Metro
2022-03-06,Roscommon County,MI,58.1,55.8,Non-metro
2022-03-06,Adair County,MO,51.6,44.4,Non-metro
2022-03-06,Cook County,IL,81.5,71.7,Metro
2022-03-06,Ringgold County,IA,55.5,51.9,Non-metro
2022-03-06,Bennett County,SD,69.5,56.8,Non-metro
2022-03-06,Warren County,IA,64.4,59.5,Metro
2022-03-06,Douglas County,MN,60.8,57,Non-metro
2022-03-06,Oscoda County,MI,44.9,41.7,Non-metro
2022-03-06,Cherry County,NE,37.7,34.3,Non-metro
2022-03-06,Fillmore County,MN,72.9,68,Metro
2022-03-06,Sanborn County,SD,65.7,54.9,Non-metro
2022-03-06,Putnam County,IL,62.5,57.6,Non-metro
2022-03-06,Clark County,IL,56.8,48.8,Non-metro
2022-03-06,Richland County,ND,58.7,50.8,Non-metro
2022-03-06,Thomas County,KS,46.1,41.1,Non-metro
2022-03-06,Schoolcraft County,MI,56.1,55.3,Non-metro
2022-03-06,Carroll County,MO,54.2,48.8,Non-metro
2022-03-06,Auglaize County,OH,40.9,39.2,Non-metro
2022-03-06,Stearns County,MN,62.5,58.4,Metro
2022-03-06,McLeod County,MN,61.6,57.6,Non-metro
2022-03-06,Carver County,MN,71.4,66.9,Metro
2022-03-06,Lincoln County,WI,58.3,55,Non-metro
2022-03-06,Lawrence County,OH,58.8,48.7,Metro
2022-03-06,Clay County,SD,81.5,67.3,Non-metro
2022-03-06,Jackson County,MN,54.9,50.7,Non-metro
2022-03-06,Deuel County,NE,0,34.4,Non-metro
2022-03-06,Huron County,OH,49.9,47.3,Non-metro
2022-03-06,Kidder County,ND,40.6,32.9,Non-metro
2022-03-06,Jones County,SD,95,72.3,Non-metro
2022-03-06,Jo Daviess County,IL,88.7,77,Non-metro
2022-03-06,Reno County,KS,54.8,49,Non-metro
2022-03-06,Dixon County,NE,0,43.4,Metro
2022-03-06,Iroquois County,IL,54.6,50.8,Non-metro
2022-03-06,Dunn County,WI,51.9,48.7,Non-metro
2022-03-06,Butler County,IA,60.4,57,Non-metro
2022-03-06,Nemaha County,NE,50.1,49.7,Non-metro
2022-03-06,Crow Wing County,MN,60,56.1,Non-metro
2022-03-06,Shelby County,IL,44.4,41.8,Non-metro
2022-03-06,Woodbury County,IA,62.7,55.8,Metro
2022-03-06,Emmet County,IA,56.4,51.9,Non-metro
2022-03-06,Dakota County,MN,74.1,69,Metro
2022-03-06,Lake County,SD,59.3,49.7,Non-metro
2022-03-06,Putnam County,MO,38.9,33,Non-metro
2022-03-06,Adams County,IA,59.6,56.1,Non-metro
2022-03-06,Thomas County,NE,0,24.7,Non-metro
2022-03-06,Scotland County,MO,30.2,26,Non-metro
2022-03-06,Cheyenne County,NE,44.9,42.6,Non-metro
2022-03-06,Wells County,ND,48.6,43.3,Non-metro
2022-03-06,Lyon County,IA,46.5,41,Non-metro
2022-03-06,Shelby County,OH,37.7,35.7,Non-metro
2022-03-06,Wood County,WI,66.8,61.1,Non-metro
2022-03-06,Unknown County,NE,0,0,NA
2022-03-06,Baraga County,MI,67,59.8,Non-metro
2022-03-06,Custer County,NE,38,37.7,Non-metro
2022-03-06,Schuyler County,IL,58.6,55.5,Non-metro
2022-03-06,Lake of the Woods County,MN,58.5,54.9,Non-metro
2022-03-06,Douglas County,SD,62.2,51.4,Non-metro
2022-03-06,McDonough County,IL,53.8,47.3,Non-metro
2022-03-06,Adams County,ND,56.1,48.3,Non-metro
2022-03-06,Warren County,OH,67.3,63.5,Metro
2022-03-06,Hutchinson County,SD,60.4,53.4,Non-metro
2022-03-06,Oliver County,ND,28.4,25.3,Metro
2022-03-06,Sherburne County,MN,49.2,45.7,Metro
2022-03-06,Cavalier County,ND,65.7,59.7,Non-metro
2022-03-06,Watonwan County,MN,60.6,58,Non-metro
2022-03-06,Pike County,MO,42.1,37.1,Non-metro
2022-03-06,Price County,WI,65.4,61.7,Non-metro
2022-03-06,Wayne County,OH,47.6,45.2,Non-metro
2022-03-06,Union County,IN,55.1,49.1,Metro
2022-03-06,Wapello County,IA,53.2,49.2,Non-metro
2022-03-06,Hamilton County,OH,67.8,62.2,Metro
2022-03-06,Sioux County,IA,44.7,41.4,Non-metro
2022-03-06,Fountain County,IN,51.5,46.4,Non-metro
2022-03-06,Spencer County,IN,48.8,44,Non-metro
2022-03-06,Orange County,IN,60.8,55.1,Non-metro
2022-03-06,Switzerland County,IN,33.8,30.6,Non-metro
2022-03-06,Sioux County,NE,0,24.7,Non-metro
2022-03-06,Clark County,WI,39.7,37.3,Non-metro
2022-03-06,McIntosh County,ND,50.7,43.3,Non-metro
2022-03-06,Franklin County,MO,60.4,53.8,Metro
2022-03-06,Fulton County,OH,55.1,52,Metro
2022-03-06,Mackinac County,MI,82.9,74.6,Non-metro
2022-03-06,Logan County,OH,44.5,42.4,Non-metro
2022-03-06,Howard County,IA,55.3,51.2,Non-metro
2022-03-06,Blue Earth County,MN,64,60.2,Metro
2022-03-06,Bureau County,IL,63.8,56.7,Non-metro
2022-03-06,Boone County,NE,0,48.7,Non-metro
2022-03-06,Van Wert County,OH,46.8,43,Non-metro
2022-03-06,Decatur County,IA,44.9,40.3,Non-metro
2022-03-06,Clay County,IL,40.9,38.3,Non-metro
2022-03-06,Butte County,SD,47.2,39.5,Non-metro
2022-03-06,Vernon County,WI,57.8,54.8,Non-metro
2022-03-06,Sauk County,WI,67.7,63,Non-metro
2022-03-06,Perkins County,NE,41.1,40.5,Non-metro
2022-03-06,Hughes County,SD,86.4,70.8,Non-metro
2022-03-06,Bremer County,IA,63.4,59.3,Metro
2022-03-06,Colfax County,NE,50,47,Non-metro
2022-03-06,Lucas County,IA,48,44.9,Non-metro
2022-03-06,Faulk County,SD,61.8,54.5,Non-metro
2022-03-06,Taney County,MO,47.4,40.1,Non-metro
2022-03-06,Hancock County,IL,57.7,47.5,Non-metro
2022-03-06,Mercer County,MO,41.9,35.3,Non-metro
2022-03-06,Wright County,IA,61.1,56.9,Non-metro
2022-03-06,Lincoln County,MO,44.2,38.7,Metro
2022-03-06,DeKalb County,MO,31.2,27.8,Metro
2022-03-06,Wood County,OH,64.7,61.4,Metro
2022-03-06,Custer County,SD,60.2,50.1,Metro
2022-03-06,Mountrail County,ND,59.7,41.7,Non-metro
2022-03-06,Renville County,MN,57.7,54.5,Non-metro
2022-03-06,Logan County,KS,51.3,46.7,Non-metro
2022-03-06,Thurston County,NE,84.9,72.7,Non-metro
2022-03-06,Trego County,KS,41.2,39,Non-metro
2022-03-06,Hamilton County,NE,0,45.8,Metro
2022-03-06,St. Croix County,WI,57.3,49.8,Metro
2022-03-06,Kearny County,KS,61.4,53,Non-metro
2022-03-06,Scott County,MO,49.3,43.1,Non-metro
2022-03-06,Seward County,NE,50.1,49.9,Metro
2022-03-06,Cooper County,MO,50.2,44,Non-metro
2022-03-06,Stanton County,KS,55.5,50.6,Non-metro
2022-03-06,Greene County,OH,68.1,62.5,Metro
2022-03-06,Benton County,IA,62.4,57.9,Metro
2022-03-06,Webster County,IA,62,57.1,Non-metro
2022-03-06,Mercer County,ND,43.1,38.3,Non-metro
2022-03-06,Anoka County,MN,62.5,58.8,Metro
2022-03-06,Montgomery County,MO,54.6,48.2,Non-metro
2022-03-06,McHenry County,ND,46.2,41.6,Non-metro
2022-03-06,Marinette County,WI,56.6,52.4,Non-metro
2022-03-06,Lancaster County,NE,70.8,66,Metro
2022-03-06,Becker County,MN,59,53.8,Non-metro
2022-03-06,Osage County,KS,56.4,50.6,Metro
2022-03-06,Waupaca County,WI,56.9,54,Non-metro
2022-03-06,Lafayette County,MO,52,45.3,Metro
2022-03-06,Brown County,SD,66.4,56,Non-metro
2022-03-06,Faribault County,MN,59.9,57.1,Non-metro
2022-03-06,Thayer County,NE,0,47.5,Non-metro
2022-03-06,Ransom County,ND,66.8,58.7,Non-metro
2022-03-06,Winnebago County,IL,63.7,57.5,Metro
2022-03-06,Hitchcock County,NE,0,33.6,Non-metro
2022-03-06,Freeborn County,MN,60.5,57.1,Non-metro
2022-03-06,Eau Claire County,WI,64.5,61.4,Metro
2022-03-06,Furnas County,NE,0,43.9,Non-metro
2022-03-06,Fayette County,OH,46.4,43.1,Non-metro
2022-03-06,Kent County,MI,60.9,60.8,Metro
2022-03-06,Jackson County,SD,57.9,47.8,Non-metro
2022-03-06,Benzie County,MI,66.1,62.6,Non-metro
2022-03-06,Ashland County,WI,79.9,70.7,Non-metro
2022-03-06,Lac qui Parle County,MN,61,58.4,Non-metro
2022-03-06,Harvey County,KS,52.6,46.1,Metro
2022-03-06,Marion County,MO,46.8,41.5,Non-metro
2022-03-06,Cuyahoga County,OH,69,64.2,Metro
2022-03-06,Perry County,MO,43.8,39.3,Non-metro
2022-03-06,Vermillion County,IN,52,46.3,Metro
2022-03-06,Montgomery County,IA,62.3,55.9,Non-metro
2022-03-06,Jasper County,IN,52.5,46.8,Metro
2022-03-06,Christian County,IL,54.1,48.7,Non-metro
2022-03-06,Antrim County,MI,61.1,57.8,Non-metro
2022-03-06,Jefferson County,OH,55.1,49.8,Metro
2022-03-06,Porter County,IN,62.3,56.4,Metro
2022-03-06,Meade County,KS,52.1,39.9,Non-metro
2022-03-06,Seneca County,OH,50.6,48.5,Non-metro
2022-03-06,Appanoose County,IA,51,46.9,Non-metro
2022-03-06,Taylor County,IA,49.7,46.7,Non-metro
2022-03-06,Martin County,MN,58.3,55,Non-metro
2022-03-06,Hand County,SD,54.6,48.5,Non-metro
2022-03-06,Polk County,WI,55.9,50.4,Non-metro
2022-03-06,Atchison County,MO,64.4,55.6,Non-metro
2022-03-06,Cass County,IA,61.9,57.7,Non-metro
2022-03-06,Union County,IA,55,50.9,Non-metro
2022-03-06,Lincoln County,NE,0,32.8,Non-metro
2022-03-06,Logan County,NE,0,21.7,Non-metro
2022-03-06,Mitchell County,KS,55.8,53.1,Non-metro
2022-03-06,Dodge County,WI,55.5,51.8,Non-metro
2022-03-06,Itasca County,MN,60,56.2,Non-metro
2022-03-06,Harrison County,MO,40.3,33.7,Non-metro
2022-03-06,Ramsey County,ND,63.4,56.3,Non-metro
2022-03-06,Hamilton County,IN,77.7,70.7,Metro
2022-03-06,Alcona County,MI,59.5,58,Non-metro
2022-03-06,LaSalle County,IL,63.5,57.7,Non-metro
2022-03-06,Neosho County,KS,33.6,27.3,Non-metro
2022-03-06,Crawford County,IL,56.5,50.8,Non-metro
2022-03-06,Trumbull County,OH,58.8,54.3,Metro
2022-03-06,Brookings County,SD,61,51.4,Non-metro
2022-03-06,St. Clair County,MO,39.2,34.2,Non-metro
2022-03-06,Johnson County,IA,79.7,71.9,Metro
2022-03-06,Hamilton County,IA,67.7,63,Non-metro
2022-03-06,Hamlin County,SD,56,46.1,Non-metro
2022-03-06,Buffalo County,SD,66.7,60.5,Non-metro
2022-03-06,Washburn County,WI,67.5,62.6,Non-metro
2022-03-06,Delta County,MI,64.3,61.2,Non-metro
2022-03-06,Cuming County,NE,0,52.7,Non-metro
2022-03-06,Lenawee County,MI,55.6,52.5,Non-metro
2022-03-06,Summit County,OH,66.8,62.7,Metro
2022-03-06,Dickinson County,MI,72.7,65.8,Non-metro
2022-03-06,Gallia County,OH,51,46.2,Non-metro
2022-03-06,Putnam County,IN,46.5,42.2,Metro
2022-03-06,Shelby County,MO,51.3,46.5,Non-metro
2022-03-06,Le Sueur County,MN,51.8,48.8,Metro
2022-03-06,LaGrange County,IN,24.7,22.4,Non-metro
2022-03-06,Eaton County,MI,58.2,56.7,Metro
2022-03-06,Clinton County,MI,58.6,57.2,Metro
2022-03-06,Unknown County,ND,0,0,NA
2022-03-06,St. Joseph County,MI,47,45,Non-metro
2022-03-06,Clay County,IA,56.1,51.5,Non-metro
2022-03-06,Cheyenne County,KS,50.3,45.4,Non-metro
2022-03-06,Vilas County,WI,72.2,65.3,Non-metro
2022-03-06,Iron County,MO,43.4,38.3,Non-metro
2022-03-06,Gasconade County,MO,55.6,50.4,Non-metro
2022-03-06,Butler County,OH,60.4,56.3,Metro
2022-03-06,Hancock County,IA,52.5,49.3,Non-metro
2022-03-06,Goodhue County,MN,70.1,66.2,Non-metro
2022-03-06,Gove County,KS,53.5,47.9,Non-metro
2022-03-06,Boone County,IN,76.9,70.2,Metro
2022-03-06,Montgomery County,IN,49.9,45.3,Non-metro
2022-03-06,Greeley County,NE,0,40.2,Non-metro
2022-03-06,Marion County,KS,54.9,48.6,Non-metro
2022-03-06,Randolph County,IL,57.3,52.3,Non-metro
2022-03-06,Fillmore County,NE,0,51.8,Non-metro
2022-03-06,Adams County,OH,38.7,34.6,Non-metro
2022-03-06,Banner County,NE,0,32.2,Non-metro
2022-03-06,Jasper County,IL,45.6,41.8,Non-metro
2022-03-06,Corson County,SD,64.9,49.5,Non-metro
2022-03-06,Chippewa County,MI,74.2,69.4,Non-metro
2022-03-06,Cole County,MO,59.9,52.2,Metro
2022-03-06,Adams County,IN,36,32.7,Non-metro
2022-03-06,Bayfield County,WI,90.7,81.3,Non-metro
2022-03-06,Dearborn County,IN,69.5,60.9,Metro
2022-03-06,Codington County,SD,65.4,54.2,Non-metro
2022-03-06,Todd County,SD,83.8,66.7,Non-metro
2022-03-06,Hardin County,OH,40.8,38.2,Non-metro
2022-03-06,Hancock County,IN,72.7,67.1,Metro
2022-03-06,Lewis County,MO,41.9,33.6,Non-metro
2022-03-06,Linn County,MO,53.6,45.6,Non-metro
2022-03-06,Valley County,NE,0,32.8,Non-metro
2022-03-06,Kingsbury County,SD,83.8,66.5,Non-metro
2022-03-06,Ford County,KS,52.3,44.2,Non-metro
2022-03-06,Saline County,NE,0,52,Non-metro
2022-03-06,Camden County,MO,51.9,45,Non-metro
2022-03-06,Presque Isle County,MI,61.3,59.6,Non-metro
2022-03-06,Noble County,IN,42.4,38.2,Non-metro
2022-03-06,Calhoun County,IA,62.7,58.9,Non-metro
2022-03-06,Waukesha County,WI,75.6,69.5,Metro
2022-03-06,Owen County,IN,46,42.2,Metro
2022-03-06,Cedar County,MO,35.8,31.8,Non-metro
2022-03-06,Chariton County,MO,42.6,37.5,Non-metro
2022-03-06,Dickey County,ND,57.7,52.5,Non-metro
2022-03-06,Clark County,OH,56,52.4,Metro
2022-03-06,Page County,IA,58,52.9,Non-metro
2022-03-06,Hamilton County,KS,47.2,40.7,Non-metro
2022-03-06,Rice County,KS,49.1,43.3,Non-metro
2022-03-06,Woodson County,KS,47.2,41.7,Non-metro
2022-03-06,Floyd County,IA,56.3,52.6,Non-metro
2022-03-06,Lake County,IN,63.5,55.9,Metro
2022-03-06,Golden Valley County,ND,37.4,29.9,Non-metro
2022-03-06,Clermont County,OH,60.1,56.4,Metro
2022-03-06,Benton County,MO,54.5,47.3,Non-metro
2022-03-06,Woodford County,IL,57.6,54.3,Metro
2022-03-06,Daviess County,IN,36,32.8,Non-metro
2022-03-06,Dane County,WI,89.2,82.1,Metro
2022-03-06,Forest County,WI,67.2,59.7,Non-metro
2022-03-06,Murray County,MN,57.9,54.2,Non-metro
2022-03-06,Decatur County,KS,42.8,39.9,Non-metro
2022-03-06,Kandiyohi County,MN,57.8,53.6,Non-metro
2022-03-06,Washtenaw County,MI,74.8,70.6,Metro
2022-03-06,Jennings County,IN,44.8,40,Non-metro
2022-03-06,Unknown County,SD,0,0,NA
2022-03-06,Comanche County,KS,50.5,45.5,Non-metro
2022-03-06,Keya Paha County,NE,30.9,27.8,Non-metro
2022-03-06,Gogebic County,MI,67.7,62.7,Non-metro
2022-03-06,Carroll County,IA,64.9,61.3,Non-metro
2022-03-06,Pine County,MN,52.7,48.6,Non-metro
2022-03-06,Jackson County,OH,50.3,46.8,Non-metro
2022-03-06,Grundy County,MO,40.4,34.9,Non-metro
2022-03-06,Marshall County,SD,59.5,51.7,Non-metro
2022-03-06,Shannon County,MO,33,30.2,Non-metro
2022-03-06,Stone County,MO,42.7,37.2,Non-metro
2022-03-06,Sheboygan County,WI,66.3,61.8,Metro
2022-03-06,Wallace County,KS,38.9,37.2,Non-metro
2022-03-06,Hyde County,SD,64,53.8,Non-metro
2022-03-06,Sargent County,ND,64.8,58.2,Non-metro
2022-03-06,Hickory County,MO,43.5,37.8,Non-metro
2022-03-06,Guthrie County,IA,62,57.8,Metro
2022-03-06,Koochiching County,MN,61.3,58.4,Non-metro
2022-03-06,Rock County,NE,0,36.8,Non-metro
2022-03-06,Kalamazoo County,MI,62,60.9,Metro
2022-03-06,Franklin County,IL,49.1,44.5,Non-metro
2022-03-06,Monroe County,WI,58.9,53.6,Non-metro
2022-03-06,Hardin County,IA,59.2,55.7,Non-metro
2022-03-06,Marquette County,MI,66.5,63.6,Non-metro
2022-03-06,Ohio County,IN,82,74.8,Metro
2022-03-06,Pipestone County,MN,58,54.1,Non-metro
2022-03-06,Gibson County,IN,51.4,46.2,Non-metro
2022-03-06,Whiteside County,IL,64,57.5,Non-metro
2022-03-06,Scioto County,OH,54.9,48.9,Non-metro
2022-03-06,Posey County,IN,51.3,47.1,Metro
2022-03-06,Warren County,MO,46.2,41.3,Metro
2022-03-06,Barry County,MI,50,48.7,Metro
2022-03-06,Macon County,MO,44.3,39.8,Non-metro
2022-03-06,Graham County,KS,52,48.5,Non-metro
2022-03-06,Sullivan County,IN,54,49.1,Metro
2022-03-06,Calhoun County,IL,56.3,51.7,Metro
2022-03-06,Shelby County,IA,63,58.7,Non-metro
2022-03-06,Leavenworth County,KS,69.7,58.1,Metro
2022-03-06,Norton County,KS,53.8,52.3,Non-metro
2022-03-06,Nelson County,ND,76.1,70.5,Non-metro
2022-03-06,Taylor County,WI,37.1,35.2,Non-metro
2022-03-06,Allen County,OH,46.3,43.1,Metro
2022-03-06,Cass County,IN,50.5,45,Non-metro
2022-03-06,Dakota County,NE,71.3,63,Metro
2022-03-06,Dickinson County,IA,64.1,57.7,Non-metro
2022-03-06,Wayne County,MI,57.3,53.7,Metro
2022-03-06,Parke County,IN,43.3,39.3,Non-metro
2022-03-06,Mason County,IL,56.6,53.4,Non-metro
2022-03-06,Crawford County,MO,38,33.1,Non-metro
2022-03-06,Unknown County,MN,0,0,NA
2022-03-06,Otter Tail County,MN,55,50.3,Non-metro
2022-03-06,Ida County,IA,52.5,48.5,Non-metro
2022-03-06,Coffey County,KS,58.9,52.9,Non-metro
2022-03-06,Rock County,WI,75.3,68.6,Metro
2022-03-06,Lawrence County,IN,53.9,49,Non-metro
2022-03-06,Vinton County,OH,41.3,39.4,Non-metro
2022-03-06,Dawson County,NE,48.2,48.2,Non-metro
2022-03-06,Kendall County,IL,74.6,68,Metro
2022-03-06,Jefferson County,WI,61.2,57.1,Non-metro
2022-03-06,Wayne County,NE,0,41.1,Non-metro
2022-03-06,Montcalm County,MI,0,42.2,Metro
2022-03-06,Rolette County,ND,86,68.1,Non-metro
2022-03-06,Menominee County,WI,83.3,79.3,Non-metro
2022-03-06,Vernon County,MO,39.7,34.7,Non-metro
2022-03-06,Buchanan County,IA,56.7,53.2,Non-metro
2022-03-06,Rawlins County,KS,46.2,42.8,Non-metro
2022-03-06,Oceana County,MI,53.9,53.8,Non-metro
2022-03-06,Paulding County,OH,44.8,41.8,Non-metro
2022-03-06,LaPorte County,IN,61.8,55.6,Metro
2022-03-06,Andrew County,MO,43,37.8,Metro
2022-03-06,Morrison County,MN,53.5,48.8,Non-metro
2022-03-06,Barber County,KS,52.2,46.6,Non-metro
2022-03-06,Morris County,KS,61.3,55.6,Non-metro
2022-03-06,Wayne County,MO,41.7,35.9,Non-metro
2022-03-06,Kosciusko County,IN,44.8,40.3,Non-metro
2022-03-06,Crawford County,OH,46.8,44.8,Non-metro
2022-03-06,Red Lake County,MN,60.9,56.1,Non-metro
2022-03-06,Henry County,MO,52.2,45.5,Non-metro
