Date,Recip_County,Recip_State,Administered_Dose1_Pop_Pct,Series_Complete_Pop_Pct,Metro_status
2022-03-09,Cole County,MO,59.9,52.2,Metro
2022-03-09,Ozaukee County,WI,77.5,71.2,Metro
2022-03-09,Dakota County,NE,71.5,63.5,Metro
2022-03-09,Kandiyohi County,MN,57.8,53.6,Non-metro
2022-03-09,Lewis County,MO,41.9,33.7,Non-metro
2022-03-09,Jackson County,IN,58.6,52.6,Non-metro
2022-03-09,Marshall County,KS,69.7,63.9,Non-metro
2022-03-09,Lucas County,OH,61.9,57.5,Metro
2022-03-09,Steuben County,IN,51.7,47,Non-metro
2022-03-09,Knox County,IL,64.5,58.8,Non-metro
2022-03-09,Mitchell County,KS,55.8,53.1,Non-metro
2022-03-09,Fall River County,SD,71.2,61.6,Non-metro
2022-03-09,Jersey County,IL,59.9,55.7,Metro
2022-03-09,Livingston County,MI,61.1,59.8,Metro
2022-03-09,Douglas County,MO,27,24,Non-metro
2022-03-09,Henry County,IA,57.7,53.3,Non-metro
2022-03-09,Vigo County,IN,54.5,49.2,Metro
2022-03-09,Otter Tail County,MN,55,50.3,Non-metro
2022-03-09,Baraga County,MI,67.6,60.5,Non-metro
2022-03-09,Cedar County,MO,35.8,31.8,Non-metro
2022-03-09,Griggs County,ND,51,46.1,Non-metro
2022-03-09,Elkhart County,IN,48.1,42.3,Metro
2022-03-09,Woodbury County,IA,62.7,55.8,Metro
2022-03-09,Maries County,MO,49.2,43.6,Non-metro
2022-03-09,Bourbon County,KS,40.8,36.5,Non-metro
2022-03-09,Charlevoix County,MI,66.3,63.7,Non-metro
2022-03-09,Stearns County,MN,62.5,58.4,Metro
2022-03-09,Barry County,MO,52.4,44,Non-metro
2022-03-09,Floyd County,IN,63.2,56.2,Metro
2022-03-09,Brown County,SD,66.5,56.1,Non-metro
2022-03-09,Harvey County,KS,52.6,46.2,Metro
2022-03-09,Humboldt County,IA,53,49.6,Non-metro
2022-03-09,Kittson County,MN,65.8,58.9,Non-metro
2022-03-09,Brown County,KS,67.6,60.3,Non-metro
2022-03-09,Fillmore County,NE,0,51.9,Non-metro
2022-03-09,Scotts Bluff County,NE,0,41.2,Non-metro
2022-03-09,Jones County,SD,95,72.5,Non-metro
2022-03-09,Chippewa County,MI,74.2,69.4,Non-metro
2022-03-09,Cumberland County,IL,42.2,38.9,Non-metro
2022-03-09,Stoddard County,MO,45.1,39.3,Non-metro
2022-03-09,Carver County,MN,71.4,67,Metro
2022-03-09,Marshall County,SD,59.5,51.7,Non-metro
2022-03-09,Hooker County,NE,42.2,41.9,Non-metro
2022-03-09,Lawrence County,IL,47.2,40.7,Non-metro
2022-03-09,Sherman County,KS,48.2,43.9,Non-metro
2022-03-09,Pawnee County,NE,43.7,43.1,Non-metro
2022-03-09,Gibson County,IN,51.4,46.2,Non-metro
2022-03-09,Stephenson County,IL,66.2,60.4,Non-metro
2022-03-09,Oakland County,MI,69.2,66,Metro
2022-03-09,Butler County,MO,40.5,34.1,Non-metro
2022-03-09,Gregory County,SD,58.4,49.9,Non-metro
2022-03-09,Todd County,MN,45,42.6,Non-metro
2022-03-09,Washington County,MO,37.1,31.5,Non-metro
2022-03-09,Meade County,SD,64.8,53.5,Metro
2022-03-09,Tippecanoe County,IN,63.7,57,Metro
2022-03-09,Otsego County,MI,57.3,55.2,Non-metro
2022-03-09,Licking County,OH,56.9,54.3,Metro
2022-03-09,Franklin County,IA,58.1,54.3,Non-metro
2022-03-09,Coffey County,KS,58.9,52.9,Non-metro
2022-03-09,Ohio County,IN,82,74.8,Metro
2022-03-09,Fulton County,IN,44,39.6,Non-metro
2022-03-09,Jasper County,IN,52.5,46.9,Metro
2022-03-09,Grant County,WI,59.4,54.5,Non-metro
2022-03-09,Dane County,WI,89.2,82.2,Metro
2022-03-09,McPherson County,KS,61.2,55.1,Non-metro
2022-03-09,Daviess County,IN,36,32.8,Non-metro
2022-03-09,Macon County,MO,44.3,39.8,Non-metro
2022-03-09,DuPage County,IL,83.7,76.6,Metro
2022-03-09,Pawnee County,KS,57.6,53.2,Non-metro
2022-03-09,Tazewell County,IL,62.8,58.8,Metro
2022-03-09,Logan County,NE,0,21.9,Non-metro
2022-03-09,Martin County,MN,58.3,55,Non-metro
2022-03-09,Muskingum County,OH,50.3,48.1,Non-metro
2022-03-09,Monroe County,IA,49,46,Non-metro
2022-03-09,Adams County,IL,56.7,52,Non-metro
2022-03-09,Mills County,IA,63.3,54.9,Metro
2022-03-09,Parke County,IN,43.4,39.4,Non-metro
2022-03-09,Marshall County,IN,49.2,44.3,Non-metro
2022-03-09,Billings County,ND,25.9,20.9,Non-metro
2022-03-09,Anderson County,KS,48.2,42.7,Non-metro
2022-03-09,Barnes County,ND,65.2,56.8,Non-metro
2022-03-09,Trego County,KS,41.2,39,Non-metro
2022-03-09,Sandusky County,OH,54.8,52.3,Non-metro
2022-03-09,Benton County,MN,46.5,43.2,Metro
2022-03-09,Dent County,MO,40.3,33.7,Non-metro
2022-03-09,Buffalo County,NE,0,41.4,Non-metro
2022-03-09,Dixon County,NE,0,43.5,Metro
2022-03-09,Calhoun County,IA,62.7,59,Non-metro
2022-03-09,Black Hawk County,IA,64.7,59.6,Metro
2022-03-09,Madison County,IL,68.9,61.5,Metro
2022-03-09,Moody County,SD,63.3,48.8,Non-metro
2022-03-09,Freeborn County,MN,60.5,57.1,Non-metro
2022-03-09,Green County,WI,66.9,63.8,Metro
2022-03-09,Portage County,WI,68.4,61.8,Non-metro
2022-03-09,Thomas County,KS,46.1,41.1,Non-metro
2022-03-09,McDonald County,MO,42.2,32.7,Metro
2022-03-09,Crow Wing County,MN,60.1,56.2,Non-metro
2022-03-09,Sullivan County,MO,49.3,42.4,Non-metro
2022-03-09,Chippewa County,MN,56.7,52.8,Non-metro
2022-03-09,Winnebago County,WI,65.7,60.7,Metro
2022-03-09,Lawrence County,MO,43.1,37.5,Non-metro
2022-03-09,Hillsdale County,MI,40.1,38.2,Non-metro
2022-03-09,Doniphan County,KS,55,47.9,Metro
2022-03-09,Colfax County,NE,50,47,Non-metro
2022-03-09,Dunn County,ND,30.1,24.3,Non-metro
2022-03-09,Monroe County,OH,52.1,46,Non-metro
2022-03-09,Greene County,IA,61.5,57.7,Non-metro
2022-03-09,Alexander County,IL,39.6,32.7,Metro
2022-03-09,Floyd County,IA,56.3,52.6,Non-metro
2022-03-09,Unknown County,IA,0,0,NA
2022-03-09,Burke County,ND,44.1,38.9,Non-metro
2022-03-09,Cooper County,MO,50.2,44,Non-metro
2022-03-09,Marion County,KS,55,48.6,Non-metro
2022-03-09,Switzerland County,IN,33.8,30.7,Non-metro
2022-03-09,Johnson County,MO,51.9,41.4,Non-metro
2022-03-09,Pennington County,MN,53.9,53.3,Non-metro
2022-03-09,Gage County,NE,0,44.5,Non-metro
2022-03-09,Kenosha County,WI,66.9,59.5,Metro
2022-03-09,Bowman County,ND,46.2,38.3,Non-metro
2022-03-09,St. Clair County,IL,71.4,62.7,Metro
2022-03-09,Johnson County,IN,65.8,58,Metro
2022-03-09,Franklin County,MO,60.4,53.9,Metro
2022-03-09,Owen County,IN,46,42.2,Metro
2022-03-09,Fayette County,IN,43.5,39.3,Non-metro
2022-03-09,Defiance County,OH,51.3,48.8,Non-metro
2022-03-09,Morgan County,MO,42,36.5,Non-metro
2022-03-09,Unknown County,MN,0,0,NA
2022-03-09,Allen County,IN,57.7,51.8,Metro
2022-03-09,Warren County,IN,50.2,45.4,Non-metro
2022-03-09,Hamilton County,OH,67.8,62.2,Metro
2022-03-09,Pennington County,SD,72.8,57,Metro
2022-03-09,Roseau County,MN,55.3,51.1,Non-metro
2022-03-09,Lake County,IL,88.7,77.2,Metro
2022-03-09,DeKalb County,IL,61.4,56.3,Metro
2022-03-09,Fayette County,OH,46.4,43.2,Non-metro
2022-03-09,Alger County,MI,66.4,62,Non-metro
2022-03-09,Kiowa County,KS,56.2,50.7,Non-metro
2022-03-09,Hitchcock County,NE,0,33.7,Non-metro
2022-03-09,Dawes County,NE,0,38.2,Non-metro
2022-03-09,Howard County,NE,0,42,Metro
2022-03-09,McLeod County,MN,61.6,57.6,Non-metro
2022-03-09,Caldwell County,MO,44.4,38.9,Metro
2022-03-09,Murray County,MN,58,54.3,Non-metro
2022-03-09,St. Francois County,MO,49.2,43.1,Non-metro
2022-03-09,Waukesha County,WI,75.7,69.5,Metro
2022-03-09,Big Stone County,MN,66.8,62.8,Non-metro
2022-03-09,Boone County,MO,71.8,61.2,Metro
2022-03-09,Marion County,IA,56.8,52.7,Non-metro
2022-03-09,Grundy County,MO,40.4,35,Non-metro
2022-03-09,Iron County,WI,73.5,65.9,Non-metro
2022-03-09,Clark County,MO,36.8,30.8,Non-metro
2022-03-09,Hughes County,SD,86.5,70.8,Non-metro
2022-03-09,Wells County,IN,45.5,41.3,Metro
2022-03-09,Jewell County,KS,49.9,46.3,Non-metro
2022-03-09,Polk County,MO,44.3,38.6,Metro
2022-03-09,Reynolds County,MO,31.2,26.7,Non-metro
2022-03-09,Rice County,KS,49.1,43.4,Non-metro
2022-03-09,Branch County,MI,47.3,44.8,Non-metro
2022-03-09,Wayne County,NE,0,41.2,Non-metro
2022-03-09,Jackson County,MI,52.7,52.1,Metro
2022-03-09,Linn County,IA,71.7,66.1,Metro
2022-03-09,Lake County,OH,68.4,65,Metro
2022-03-09,Madison County,MO,45.4,39.1,Non-metro
2022-03-09,St. Louis County,MO,74.8,63.2,Metro
2022-03-09,Effingham County,IL,53.1,48.7,Non-metro
2022-03-09,Jackson County,MN,55,50.7,Non-metro
2022-03-09,Shelby County,OH,37.7,35.8,Non-metro
2022-03-09,Union County,IA,55,51,Non-metro
2022-03-09,Benton County,IN,44.7,41.5,Metro
2022-03-09,Kidder County,ND,40.6,32.9,Non-metro
2022-03-09,Logan County,OH,44.5,42.5,Non-metro
2022-03-09,Jefferson County,MO,51.3,44.3,Metro
2022-03-09,Douglas County,SD,62.3,51.4,Non-metro
2022-03-09,St. Joseph County,MI,47,45,Non-metro
2022-03-09,Decatur County,IA,44.9,40.4,Non-metro
2022-03-09,Hamilton County,NE,0,45.9,Metro
2022-03-09,Garden County,NE,0,45.1,Non-metro
2022-03-09,Laclede County,MO,43.1,37.2,Non-metro
2022-03-09,Stark County,OH,57.6,54.3,Metro
2022-03-09,Haakon County,SD,48,41.5,Non-metro
2022-03-09,Columbia County,WI,71,66.7,Metro
2022-03-09,Johnson County,IL,58.3,51.7,Non-metro
2022-03-09,Iron County,MI,58.9,55.4,Non-metro
2022-03-09,Walworth County,SD,56.8,48.2,Non-metro
2022-03-09,Montgomery County,IA,62.4,55.9,Non-metro
2022-03-09,Putnam County,IL,62.5,57.6,Non-metro
2022-03-09,Dickinson County,MI,72.7,65.8,Non-metro
2022-03-09,Antrim County,MI,61.1,57.8,Non-metro
2022-03-09,Shelby County,MO,51.3,46.6,Non-metro
2022-03-09,Gladwin County,MI,49.5,47.6,Non-metro
2022-03-09,Morton County,KS,47.3,41.5,Non-metro
2022-03-09,Lincoln County,MN,55.6,52.8,Non-metro
2022-03-09,Hamilton County,IA,67.7,63.1,Non-metro
2022-03-09,Hancock County,IA,52.6,49.3,Non-metro
2022-03-09,Holmes County,OH,18.8,17.9,Non-metro
2022-03-09,Buffalo County,SD,66.7,60.5,Non-metro
2022-03-09,Mason County,MI,61,60.2,Non-metro
2022-03-09,Richland County,OH,46,43.6,Metro
2022-03-09,New Madrid County,MO,38.4,33.2,Non-metro
2022-03-09,Unknown County,SD,0,0,NA
2022-03-09,Des Moines County,IA,55.9,51.1,Non-metro
2022-03-09,Wright County,MN,57.4,54.5,Metro
2022-03-09,Carroll County,IL,72.7,64.4,Non-metro
2022-03-09,Brown County,OH,43.7,40.6,Metro
2022-03-09,Kossuth County,IA,55.5,51.6,Non-metro
2022-03-09,Logan County,IL,58,53.9,Non-metro
2022-03-09,Blue Earth County,MN,64,60.2,Metro
2022-03-09,Linn County,MO,53.6,45.6,Non-metro
2022-03-09,Lincoln County,WI,58.3,55,Non-metro
2022-03-09,Traverse County,MN,68,63,Non-metro
2022-03-09,Rock County,NE,0,36.8,Non-metro
2022-03-09,Putnam County,MO,38.9,33,Non-metro
2022-03-09,Cavalier County,ND,65.7,59.7,Non-metro
2022-03-09,Vinton County,OH,41.4,39.4,Non-metro
2022-03-09,Seneca County,OH,50.6,48.6,Non-metro
2022-03-09,Tuscarawas County,OH,46.6,44,Non-metro
2022-03-09,Osceola County,IA,47.8,44.8,Non-metro
2022-03-09,La Crosse County,WI,73.4,68.4,Metro
2022-03-09,Jefferson County,IN,61.1,55.4,Non-metro
2022-03-09,Davison County,SD,78.7,60.5,Non-metro
2022-03-09,Faulk County,SD,61.8,54.6,Non-metro
2022-03-09,Knox County,IN,53.7,49,Non-metro
2022-03-09,Crawford County,MO,38,33.2,Non-metro
2022-03-09,McCook County,SD,69.6,56.9,Metro
2022-03-09,DeKalb County,IN,46.1,42.1,Non-metro
2022-03-09,Huron County,OH,49.9,47.3,Non-metro
2022-03-09,Dade County,MO,48.5,43,Non-metro
2022-03-09,Hardin County,IA,59.3,55.8,Non-metro
2022-03-09,Nuckolls County,NE,49.7,49.6,Non-metro
2022-03-09,Carroll County,IA,64.9,61.4,Non-metro
2022-03-09,Blaine County,NE,0,26.2,Non-metro
2022-03-09,Waupaca County,WI,56.9,54,Non-metro
2022-03-09,Pipestone County,MN,58,54.2,Non-metro
2022-03-09,Taylor County,IA,49.8,46.7,Non-metro
2022-03-09,Jerauld County,SD,59.3,51.5,Non-metro
2022-03-09,Pottawatomie County,KS,46.2,40.9,Metro
2022-03-09,Marinette County,WI,56.6,52.4,Non-metro
2022-03-09,Christian County,MO,52.1,45.7,Metro
2022-03-09,Becker County,MN,59,53.8,Non-metro
2022-03-09,Deuel County,SD,52.6,46.1,Non-metro
2022-03-09,Lenawee County,MI,55.6,52.6,Non-metro
2022-03-09,Hettinger County,ND,44.7,38.9,Non-metro
2022-03-09,Logan County,ND,43.4,37,Non-metro
2022-03-09,Winnebago County,IL,63.8,57.6,Metro
2022-03-09,Florence County,WI,58.5,54.4,Non-metro
2022-03-09,Osceola County,MI,42.5,41.8,Non-metro
2022-03-09,Clay County,NE,0,41.2,Non-metro
2022-03-09,Tama County,IA,67,62.1,Non-metro
2022-03-09,Waseca County,MN,59.9,56.8,Non-metro
2022-03-09,Washington County,KS,58.3,53.6,Non-metro
2022-03-09,Dickinson County,KS,65,55.7,Non-metro
2022-03-09,Scioto County,OH,54.9,48.9,Non-metro
2022-03-09,Schuyler County,IL,58.6,55.6,Non-metro
2022-03-09,Hocking County,OH,50.1,47.7,Metro
2022-03-09,Jefferson County,IA,52.3,47.7,Non-metro
2022-03-09,Houghton County,MI,53.8,51.9,Non-metro
2022-03-09,Shelby County,IA,63.1,58.7,Non-metro
2022-03-09,Hubbard County,MN,50.9,47,Non-metro
2022-03-09,Barber County,KS,52.3,46.6,Non-metro
2022-03-09,Wood County,WI,66.9,61.1,Non-metro
2022-03-09,Hayes County,NE,0,25.5,Non-metro
2022-03-09,Ramsey County,MN,77.1,71,Metro
2022-03-09,Jefferson County,NE,56.2,55,Non-metro
2022-03-09,Neosho County,KS,33.6,27.4,Non-metro
2022-03-09,Ida County,IA,52.5,48.6,Non-metro
2022-03-09,Buena Vista County,IA,73,67.2,Non-metro
2022-03-09,Lancaster County,NE,70.9,66.1,Metro
2022-03-09,Chariton County,MO,42.7,37.5,Non-metro
2022-03-09,Keith County,NE,0,37.5,Non-metro
2022-03-09,Custer County,SD,60.2,50.2,Metro
2022-03-09,Franklin County,OH,67.8,63.7,Metro
2022-03-09,Washtenaw County,MI,74.8,70.6,Metro
2022-03-09,Pope County,MN,60.6,56.9,Non-metro
2022-03-09,Winneshiek County,IA,66.7,61.9,Non-metro
2022-03-09,Ionia County,MI,47.2,46.9,Non-metro
2022-03-09,Fremont County,IA,57.8,51.7,Non-metro
2022-03-09,Tipton County,IN,49,44.7,Non-metro
2022-03-09,Dunn County,WI,51.9,48.8,Non-metro
2022-03-09,Clay County,IL,41,38.3,Non-metro
2022-03-09,Ashtabula County,OH,56,52.1,Non-metro
2022-03-09,Jefferson County,IL,52.1,46.6,Non-metro
2022-03-09,Swift County,MN,61,57.4,Non-metro
2022-03-09,Grand Forks County,ND,68.9,58.1,Metro
2022-03-09,Clay County,IA,56.1,51.5,Non-metro
2022-03-09,Massac County,IL,46.3,40.8,Non-metro
2022-03-09,Osage County,KS,56.5,50.7,Metro
2022-03-09,Mahoning County,OH,61,56.5,Metro
2022-03-09,Dearborn County,IN,69.6,61,Metro
2022-03-09,Platte County,MO,66.8,56.3,Metro
2022-03-09,Cape Girardeau County,MO,55.6,48.4,Metro
2022-03-09,Benton County,IA,62.4,58,Metro
2022-03-09,O'Brien County,IA,53.2,50,Non-metro
2022-03-09,Osborne County,KS,45.4,41.7,Non-metro
2022-03-09,Greene County,MO,56.1,48.8,Metro
2022-03-09,Barron County,WI,56.9,53.1,Non-metro
2022-03-09,LaMoure County,ND,54.3,47.9,Non-metro
2022-03-09,Webster County,IA,62.1,57.1,Non-metro
2022-03-09,Wadena County,MN,53,49.5,Non-metro
2022-03-09,Wabasha County,MN,79.5,72.8,Metro
2022-03-09,Perry County,IN,61.9,56.3,Non-metro
2022-03-09,Unknown County,MO,0,0,NA
2022-03-09,Mercer County,MO,42,35.3,Non-metro
2022-03-09,Aurora County,SD,63.5,53.9,Non-metro
2022-03-09,Platte County,NE,0,46.5,Non-metro
2022-03-09,Shawano County,WI,56.8,53.2,Non-metro
2022-03-09,Chautauqua County,KS,47.6,41.1,Non-metro
2022-03-09,Seward County,KS,62.6,45.3,Non-metro
2022-03-09,Sibley County,MN,51.9,48.8,Metro
2022-03-09,Calhoun County,IL,56.3,51.7,Metro
2022-03-09,Union County,IL,62.1,56.3,Non-metro
2022-03-09,Ellis County,KS,57.3,49.3,Non-metro
2022-03-09,Lee County,IA,56,50.6,Non-metro
2022-03-09,Van Buren County,MI,0,56.8,Metro
2022-03-09,Starke County,IN,40.9,36.8,Non-metro
2022-03-09,Outagamie County,WI,68.7,63.7,Metro
2022-03-09,Auglaize County,OH,40.9,39.2,Non-metro
2022-03-09,Jackson County,SD,57.9,47.8,Non-metro
2022-03-09,Greene County,OH,68.1,62.5,Metro
2022-03-09,Ottawa County,OH,65.4,61.2,Non-metro
2022-03-09,Gallatin County,IL,61.3,54.7,Non-metro
2022-03-09,Clay County,MN,74.6,58.8,Metro
2022-03-09,Ziebach County,SD,39,32.9,Non-metro
2022-03-09,Clark County,OH,56.1,52.4,Metro
2022-03-09,Alcona County,MI,59.5,58,Non-metro
2022-03-09,Perry County,MO,43.8,39.3,Non-metro
2022-03-09,Posey County,IN,51.4,47.1,Metro
2022-03-09,Hickory County,MO,43.5,37.8,Non-metro
2022-03-09,Scott County,IA,70.9,60.2,Metro
2022-03-09,Stark County,IL,56.7,52.9,Metro
2022-03-09,Putnam County,OH,50.1,48.3,Non-metro
2022-03-09,Keokuk County,IA,49.6,46.2,Non-metro
2022-03-09,Traill County,ND,61.2,53.6,Non-metro
2022-03-09,Presque Isle County,MI,61.3,59.6,Non-metro
2022-03-09,Sully County,SD,54.3,44.3,Non-metro
2022-03-09,Carter County,MO,39.2,32.2,Non-metro
2022-03-09,Morton County,ND,52.2,44.8,Metro
2022-03-09,Williamson County,IL,60.5,55,Metro
2022-03-09,Jefferson County,KS,61.2,54,Metro
2022-03-09,Lake County,IN,63.5,55.9,Metro
2022-03-09,Pope County,IL,39.5,35.6,Non-metro
2022-03-09,Oliver County,ND,28.5,25.3,Metro
2022-03-09,Howard County,IA,55.3,51.2,Non-metro
2022-03-09,Lawrence County,IN,54,49,Non-metro
2022-03-09,LaPorte County,IN,61.9,55.6,Metro
2022-03-09,Jones County,IA,62,58.2,Metro
2022-03-09,Greene County,IL,46.4,43.8,Non-metro
2022-03-09,Bon Homme County,SD,66.3,57.1,Non-metro
2022-03-09,Kingman County,KS,52,46.6,Metro
2022-03-09,Ontonagon County,MI,73.8,68.6,Non-metro
2022-03-09,Cerro Gordo County,IA,67.8,62.7,Non-metro
2022-03-09,Ripley County,IN,52.7,47.8,Non-metro
2022-03-09,Taney County,MO,47.5,40.1,Non-metro
2022-03-09,Lake County,MN,68.8,66.3,Non-metro
2022-03-09,Cherokee County,IA,56.7,52.6,Non-metro
2022-03-09,Palo Alto County,IA,54,50.5,Non-metro
2022-03-09,McHenry County,ND,46.3,41.6,Non-metro
2022-03-09,Ottawa County,KS,50.5,43.7,Non-metro
2022-03-09,Madison County,IA,57.9,53.7,Metro
2022-03-09,Meeker County,MN,50.5,47.8,Non-metro
2022-03-09,Emmons County,ND,40.9,33.8,Non-metro
2022-03-09,Pickaway County,OH,53.6,50.1,Metro
2022-03-09,Box Butte County,NE,0,33.6,Non-metro
2022-03-09,Dodge County,WI,55.6,51.8,Non-metro
2022-03-09,Vilas County,WI,72.2,65.3,Non-metro
2022-03-09,Clark County,KS,50.6,46,Non-metro
2022-03-09,Adams County,WI,60.9,56.3,Non-metro
2022-03-09,Fulton County,IL,62,57.5,Non-metro
2022-03-09,Polk County,MN,65.3,57.6,Metro
2022-03-09,Randolph County,IL,57.4,52.4,Non-metro
2022-03-09,Golden Valley County,ND,37.4,29.9,Non-metro
2022-03-09,Audrain County,MO,43.1,37.6,Non-metro
2022-03-09,Vermillion County,IN,52,46.3,Metro
2022-03-09,St. Charles County,MO,69.4,60.7,Metro
2022-03-09,Sedgwick County,KS,66,53.4,Metro
2022-03-09,York County,NE,0,51.7,Non-metro
2022-03-09,Hall County,NE,49.2,48.5,Metro
2022-03-09,Miller County,MO,37.8,33.2,Non-metro
2022-03-09,Brown County,IL,59.4,52.6,Non-metro
2022-03-09,Sherburne County,MN,49.2,45.7,Metro
2022-03-09,Shelby County,IN,63.8,57.4,Metro
2022-03-09,Pike County,IL,44.3,40.8,Non-metro
2022-03-09,Winnebago County,IA,56,51.9,Non-metro
2022-03-09,Stanton County,KS,55.5,50.6,Non-metro
2022-03-09,Kankakee County,IL,56.6,51.9,Metro
2022-03-09,Grant County,IN,46.3,41.6,Non-metro
2022-03-09,Hamilton County,KS,47.2,40.8,Non-metro
2022-03-09,Ottawa County,MI,58.1,57.2,Metro
2022-03-09,Pierce County,ND,49.9,45,Non-metro
2022-03-09,Clermont County,OH,60.1,56.4,Metro
2022-03-09,Cass County,IL,66.7,61.3,Non-metro
2022-03-09,Will County,IL,74.6,67.3,Metro
2022-03-09,Adams County,IN,36,32.7,Non-metro
2022-03-09,Washington County,OH,60.5,55,Non-metro
2022-03-09,Lawrence County,SD,70.9,56.6,Non-metro
2022-03-09,Jasper County,IA,62.5,58.1,Non-metro
2022-03-09,Boone County,IN,76.9,70.2,Metro
2022-03-09,Macon County,IL,57.5,53,Metro
2022-03-09,Mecosta County,MI,41.8,41.6,Non-metro
2022-03-09,Midland County,MI,60.7,58.7,Metro
2022-03-09,Greeley County,KS,54.5,51.1,Non-metro
2022-03-09,Day County,SD,76.9,64.5,Non-metro
2022-03-09,Marion County,MO,46.8,41.5,Non-metro
2022-03-09,Mahnomen County,MN,66.7,58.6,Non-metro
2022-03-09,Newton County,MO,29.9,25.6,Metro
2022-03-09,Jackson County,IL,57.9,51.9,Metro
2022-03-09,McKenzie County,ND,28.1,21.8,Non-metro
2022-03-09,Antelope County,NE,0,36.9,Non-metro
2022-03-09,Williams County,ND,36.3,29.8,Non-metro
2022-03-09,Scotland County,MO,30.2,26.1,Non-metro
2022-03-09,Harper County,KS,52.6,48.1,Non-metro
2022-03-09,Mille Lacs County,MN,62.3,57.3,Metro
2022-03-09,Perkins County,NE,41.1,40.6,Non-metro
2022-03-09,Washington County,WI,61.5,57.3,Metro
2022-03-09,Jasper County,IL,45.7,41.8,Non-metro
2022-03-09,Allen County,OH,46.3,43.2,Metro
2022-03-09,Iowa County,IA,66.5,62.4,Non-metro
2022-03-09,Brown County,MN,68.3,65.6,Non-metro
2022-03-09,Boyd County,NE,35.3,34.9,Non-metro
2022-03-09,Adams County,NE,0,41.8,Non-metro
2022-03-09,Sheridan County,NE,0,31.7,Non-metro
2022-03-09,Saline County,NE,0,52.1,Non-metro
2022-03-09,Hamlin County,SD,56.1,46.2,Non-metro
2022-03-09,Champaign County,IL,72,64.7,Metro
2022-03-09,Benzie County,MI,66.2,62.7,Non-metro
2022-03-09,Butler County,IA,60.4,57,Non-metro
2022-03-09,Coshocton County,OH,40.7,38.5,Non-metro
2022-03-09,Ellsworth County,KS,59.3,56,Non-metro
2022-03-09,Wilson County,KS,48.1,43.4,Non-metro
2022-03-09,Shannon County,MO,33,30.3,Non-metro
2022-03-09,Slope County,ND,14.4,11.1,Non-metro
2022-03-09,Porter County,IN,62.3,56.4,Metro
2022-03-09,Morris County,KS,61.4,55.6,Non-metro
2022-03-09,St. Louis County,MN,72,66.1,Metro
2022-03-09,Loup County,NE,29.8,29.5,Non-metro
2022-03-09,Ransom County,ND,66.8,58.7,Non-metro
2022-03-09,Jennings County,IN,44.8,40,Non-metro
2022-03-09,Unknown County,IL,0,0,NA
2022-03-09,Pulaski County,IL,49.2,42,Non-metro
2022-03-09,Warren County,IL,53.7,49.4,Non-metro
2022-03-09,Lake of the Woods County,MN,58.5,54.9,Non-metro
2022-03-09,Van Wert County,OH,46.9,43,Non-metro
2022-03-09,Warren County,IA,64.4,59.5,Metro
2022-03-09,Nemaha County,NE,50.2,49.8,Non-metro
2022-03-09,Tuscola County,MI,47.2,45.8,Non-metro
2022-03-09,Ogemaw County,MI,46.5,45,Non-metro
2022-03-09,Boone County,NE,0,48.8,Non-metro
2022-03-09,Story County,IA,68,62.7,Metro
2022-03-09,Shawnee County,KS,69.7,60.9,Metro
2022-03-09,Whiteside County,IL,64,57.6,Non-metro
2022-03-09,Worth County,MO,47.2,40.5,Non-metro
2022-03-09,Harrison County,OH,45.9,42.7,Non-metro
2022-03-09,Waushara County,WI,47.5,44.6,Non-metro
2022-03-09,Oglala Lakota County,SD,88.4,75.6,Non-metro
2022-03-09,Walworth County,WI,59.4,53.5,Non-metro
2022-03-09,Montcalm County,MI,0,42.2,Metro
2022-03-09,Reno County,KS,54.8,49.1,Non-metro
2022-03-09,Manitowoc County,WI,64.5,60.2,Non-metro
2022-03-09,Arthur County,NE,0,19.4,Non-metro
2022-03-09,Carroll County,OH,45.9,43.7,Metro
2022-03-09,Nicollet County,MN,65.7,62.3,Metro
2022-03-09,Morgan County,IL,59,54.4,Non-metro
2022-03-09,Marshall County,IA,71.2,65.3,Non-metro
2022-03-09,Hancock County,IL,57.8,47.6,Non-metro
2022-03-09,Morrison County,MN,53.5,48.8,Non-metro
2022-03-09,Jackson County,OH,50.3,46.8,Non-metro
2022-03-09,Jackson County,IA,55.7,52.7,Non-metro
2022-03-09,Edmunds County,SD,54.2,45.6,Non-metro
2022-03-09,Grant County,ND,27.3,23,Non-metro
2022-03-09,Sheridan County,KS,39.1,35.2,Non-metro
2022-03-09,Clayton County,IA,51.4,47.5,Non-metro
2022-03-09,Taylor County,WI,37.1,35.2,Non-metro
2022-03-09,Decatur County,IN,52.3,47.8,Non-metro
2022-03-09,Cedar County,IA,63.8,59.7,Non-metro
2022-03-09,Chisago County,MN,61.4,57,Metro
2022-03-09,Moniteau County,MO,39.8,35.6,Metro
2022-03-09,Brown County,IN,56.8,50.4,Metro
2022-03-09,Crawford County,IN,41.2,36.9,Non-metro
2022-03-09,Cass County,ND,69.1,59.8,Metro
2022-03-09,Meade County,KS,52.1,39.9,Non-metro
2022-03-09,Lane County,KS,46.3,42.6,Non-metro
2022-03-09,McLean County,IL,69,63.1,Metro
2022-03-09,Charles Mix County,SD,70.4,53.6,Non-metro
2022-03-09,Grant County,MN,57.7,54.7,Non-metro
